customerid, firstname, lastname, address1, address2, city, state, zip, country, region, email, phone, creditcardtype, creditcard, creditcardexpiration, username, "password", age, income, gender
129, RSPQKJ, EOPIJGFAMG, 6569254887 Dell Way, \N, DSGUPAI, IL, 25921, US, 1, EOPIJGFAMG@dell.com, 6569254887, 1, 7207910898141564, 2009/08, user129, password, 42, 20000, F
130, YRUHWI, XESDJSQQWJ, 7879493371 Dell Way, \N, WQZXZGB, NH, 42082, US, 1, XESDJSQQWJ@dell.com, 7879493371, 5, 1020454077515751, 2008/12, user130, password, 45, 20000, M
131, DILMFQ, EJAXZQTJMJ, 9370650948 Dell Way, \N, IJJOLYY, HI, 89715, US, 1, EJAXZQTJMJ@dell.com, 9370650948, 2, 8417101474478842, 2009/05, user131, password, 48, 60000, M
132, WYWMCG, MZFCTOPDXZ, 2364824409 Dell Way, \N, MLLLKQI, KS, 97547, US, 1, MZFCTOPDXZ@dell.com, 2364824409, 4, 3896020112093538, 2010/01, user132, password, 90, 60000, F
133, WXDCKC, IMWXCZUBLG, 4938118819 Dell Way, \N, MXQDFYD, MA, 61179, US, 1, IMWXCZUBLG@dell.com, 4938118819, 5, 6804848136845977, 2010/05, user133, password, 65, 40000, F
134, UJRXSE, TPHSJIEQVB, 4649670859 Dell Way, \N, GZHECRT, MT, 64118, US, 1, TPHSJIEQVB@dell.com, 4649670859, 5, 9834340581204744, 2008/03, user134, password, 38, 100000, M
135, ZSHELX, LEHTIXPJDO, 9021567530 Dell Way, \N, QIQICEX, MS, 19756, US, 1, LEHTIXPJDO@dell.com, 9021567530, 3, 4042470287531614, 2008/05, user135, password, 87, 20000, F
136, GHODSS, LMAICKLQBU, 9031787945 Dell Way, \N, HJWLGJO, DE, 93829, US, 1, LMAICKLQBU@dell.com, 9031787945, 2, 3841774760745466, 2012/06, user136, password, 48, 20000, M
137, ZGMRRZ, RZBCLRDFZM, 7600041415 Dell Way, \N, CKTMZXK, TX, 31046, US, 1, RZBCLRDFZM@dell.com, 7600041415, 4, 7242152146063746, 2008/10, user137, password, 50, 20000, F
138, XUSWLR, YODPRJPEMA, 7706483551 Dell Way, \N, XYZVJVB, CO, 57975, US, 1, YODPRJPEMA@dell.com, 7706483551, 2, 3907713198103011, 2008/05, user138, password, 43, 20000, F
139, BZPTXD, WNVFDZRDWQ, 8008482630 Dell Way, \N, CSZXTCL, MO, 41216, US, 1, WNVFDZRDWQ@dell.com, 8008482630, 4, 7346554525196553, 2008/10, user139, password, 79, 20000, M
140, LXSOUG, JZJIRMFHOX, 4891437624 Dell Way, \N, HMRJYDS, OK, 84489, US, 1, JZJIRMFHOX@dell.com, 4891437624, 5, 6533029990736396, 2009/01, user140, password, 46, 80000, M
141, CHSIQS, RZJDFQSDYE, 4451610678 Dell Way, \N, UIDYBVT, MO, 71554, US, 1, RZJDFQSDYE@dell.com, 4451610678, 4, 7439413087442518, 2011/06, user141, password, 66, 100000, M
142, JEJCWJ, LZPCSSAWNI, 3047343803 Dell Way, \N, ZLJVFWN, NJ, 63033, US, 1, LZPCSSAWNI@dell.com, 3047343803, 2, 1315480657387524, 2012/04, user142, password, 73, 40000, F
143, DJHMUH, CXZVXWIGVU, 1903096573 Dell Way, \N, QRAMEQB, ME, 12305, US, 1, CXZVXWIGVU@dell.com, 1903096573, 2, 3506011716555804, 2012/07, user143, password, 70, 100000, M
144, AMSHOQ, HKNDSUZNKQ, 5440590231 Dell Way, \N, OXVEYGF, AR, 59430, US, 1, HKNDSUZNKQ@dell.com, 5440590231, 5, 2107666220050305, 2009/11, user144, password, 21, 40000, F
145, UNYKUI, YXBSWPDNDA, 3522341788 Dell Way, \N, JIZPOAE, AR, 95317, US, 1, YXBSWPDNDA@dell.com, 3522341788, 2, 8590224726591260, 2009/06, user145, password, 34, 20000, M
146, EMUNLR, PDOFHCJHLR, 1861340140 Dell Way, \N, GBGHFHG, MS, 60245, US, 1, PDOFHCJHLR@dell.com, 1861340140, 5, 1319741338025778, 2009/12, user146, password, 19, 60000, F
147, UAWMPA, BUHDDOPVVR, 9813855180 Dell Way, \N, CDXKKKY, MS, 31000, US, 1, BUHDDOPVVR@dell.com, 9813855180, 5, 2573778084479272, 2008/04, user147, password, 62, 100000, F
148, MHXMIS, UMWICSETUI, 5060410082 Dell Way, \N, QESBDFH, CO, 11100, US, 1, UMWICSETUI@dell.com, 5060410082, 1, 3798310699407011, 2008/11, user148, password, 63, 60000, F
149, NBNGVZ, CEBVIVPQMU, 9064342289 Dell Way, \N, JNXOUAP, IA, 19326, US, 1, CEBVIVPQMU@dell.com, 9064342289, 2, 1060866510029882, 2010/11, user149, password, 32, 20000, M
150, SHSSKW, UGFPVWBQFO, 6713663457 Dell Way, \N, NUJNJPQ, IL, 89840, US, 1, UGFPVWBQFO@dell.com, 6713663457, 4, 7678243461530656, 2012/11, user150, password, 64, 60000, F
151, JGOFAU, LPQHQGNFUI, 7969281022 Dell Way, \N, OHSDYZA, ND, 79849, US, 1, LPQHQGNFUI@dell.com, 7969281022, 2, 6614301770459861, 2010/12, user151, password, 74, 80000, F
152, IAEDLT, TSKAGQUOEC, 6712504583 Dell Way, \N, GIAGJPA, CT, 97902, US, 1, TSKAGQUOEC@dell.com, 6712504583, 3, 9115279169287532, 2010/04, user152, password, 22, 80000, F
153, FWTZQM, JQSZLHENNM, 1207147861 Dell Way, \N, OTWDUZD, MD, 57064, US, 1, JQSZLHENNM@dell.com, 1207147861, 5, 8568743811454625, 2008/07, user153, password, 29, 40000, F
154, XHBKRS, CQEJVSXIGR, 5570075807 Dell Way, \N, EKLDNVR, NC, 69460, US, 1, CQEJVSXIGR@dell.com, 5570075807, 4, 2965509313158691, 2011/12, user154, password, 65, 60000, F
155, SZWLBN, PLIHJROAVY, 2624904403 Dell Way, \N, LZMHQAZ, DC, 67409, US, 1, PLIHJROAVY@dell.com, 2624904403, 5, 6121233948506415, 2012/05, user155, password, 74, 60000, F
156, QZLEOW, NWGEKGZJSZ, 1288064537 Dell Way, \N, VAPVZTM, DC, 60252, US, 1, NWGEKGZJSZ@dell.com, 1288064537, 5, 9553356157615782, 2012/07, user156, password, 40, 60000, M
157, TQBQDY, WHICHRVGMV, 2061304593 Dell Way, \N, WIUPUYE, SD, 92565, US, 1, WHICHRVGMV@dell.com, 2061304593, 4, 4973234752193093, 2010/02, user157, password, 86, 20000, M
158, AUVYQD, HTLYOSLKOU, 5235986700 Dell Way, \N, EEOCIJA, MN, 99500, US, 1, HTLYOSLKOU@dell.com, 5235986700, 5, 1709392597433179, 2010/01, user158, password, 75, 60000, M
159, QJNUQG, FPVXBFMVJQ, 8270375752 Dell Way, \N, JMZTNLS, WY, 40268, US, 1, FPVXBFMVJQ@dell.com, 8270375752, 3, 4545490718446672, 2010/11, user159, password, 35, 40000, F
160, TZVAFL, VDMAPHKGRX, 4736229063 Dell Way, \N, GKLRDLA, WA, 85709, US, 1, VDMAPHKGRX@dell.com, 4736229063, 3, 7071166023612023, 2011/09, user160, password, 81, 60000, M
161, SKYDGB, QHRXRXPPDZ, 9937922485 Dell Way, \N, BVCMWAI, ID, 60078, US, 1, QHRXRXPPDZ@dell.com, 9937922485, 5, 3754587507341057, 2012/05, user161, password, 21, 60000, M
162, ATZBJG, THYQWOUVPQ, 8539709012 Dell Way, \N, YBMZKTN, MA, 70518, US, 1, THYQWOUVPQ@dell.com, 8539709012, 2, 1063123161438852, 2012/11, user162, password, 72, 100000, M
163, TZYZSF, YJCMDYBUWD, 7051157108 Dell Way, \N, GWNZJXR, HI, 25077, US, 1, YJCMDYBUWD@dell.com, 7051157108, 1, 1011314923875033, 2010/01, user163, password, 59, 20000, M
164, MDRSBA, UOETQYPTEL, 4485849114 Dell Way, \N, HEVFVBK, MT, 25714, US, 1, UOETQYPTEL@dell.com, 4485849114, 5, 2577017887029797, 2012/02, user164, password, 28, 60000, F
165, UEHVZW, ZSMXIGCUOH, 1355972789 Dell Way, \N, QTCRDQW, NC, 60279, US, 1, ZSMXIGCUOH@dell.com, 1355972789, 3, 6849177487194539, 2008/12, user165, password, 82, 100000, F
166, EVCAUU, NSDTVXHCNB, 1234921125 Dell Way, \N, FFFVCTJ, CT, 32046, US, 1, NSDTVXHCNB@dell.com, 1234921125, 2, 2738955661188811, 2012/04, user166, password, 40, 20000, F
167, KDXFQP, IKKGSMTURZ, 2577301920 Dell Way, \N, ZNBTWEZ, VT, 53841, US, 1, IKKGSMTURZ@dell.com, 2577301920, 5, 7954928710591049, 2010/11, user167, password, 81, 100000, F
168, TCRJLC, TRUGLOYLOL, 9521375513 Dell Way, \N, NHIRGFE, MI, 12756, US, 1, TRUGLOYLOL@dell.com, 9521375513, 5, 9429098135326060, 2012/10, user168, password, 89, 60000, M
169, RXJTRB, NYNCWYQHLX, 8166259560 Dell Way, \N, PDEVIPW, ID, 58146, US, 1, NYNCWYQHLX@dell.com, 8166259560, 1, 4229035379830748, 2011/08, user169, password, 39, 60000, M
170, REGTSE, GUAFKIRIYU, 9938818816 Dell Way, \N, MTCCQJQ, ME, 49451, US, 1, GUAFKIRIYU@dell.com, 9938818816, 1, 1698986183851957, 2009/08, user170, password, 64, 100000, M
171, WSMAYG, BERJVZIPMB, 6383758055 Dell Way, \N, SOSCFCN, GA, 36927, US, 1, BERJVZIPMB@dell.com, 6383758055, 3, 9211614733561874, 2009/06, user171, password, 68, 20000, F
172, EDCKFG, CPBBXROZKC, 9827637124 Dell Way, \N, RMIUZNB, NH, 10719, US, 1, CPBBXROZKC@dell.com, 9827637124, 5, 5090842019300908, 2011/12, user172, password, 61, 100000, F
173, SGHYIW, AKTSYSCBJO, 4240752714 Dell Way, \N, JDOXFEX, DE, 99123, US, 1, AKTSYSCBJO@dell.com, 4240752714, 5, 9316775482147932, 2012/09, user173, password, 90, 80000, M
174, GPHCQR, WIQOKRXZBA, 6616090950 Dell Way, \N, OYFSWKS, HI, 32573, US, 1, WIQOKRXZBA@dell.com, 6616090950, 1, 9422093743458392, 2011/11, user174, password, 82, 100000, F
175, EABVWK, MKUDIUFIIE, 2453803311 Dell Way, \N, OBAZTGF, LA, 49960, US, 1, MKUDIUFIIE@dell.com, 2453803311, 5, 3537283960264176, 2008/11, user175, password, 70, 20000, M
176, UATEND, ZRLUWUCBJD, 1612266074 Dell Way, \N, CIXIOGU, OK, 32358, US, 1, ZRLUWUCBJD@dell.com, 1612266074, 4, 2124531744979322, 2011/12, user176, password, 18, 60000, M
177, TTMWTE, INACQBMUEU, 3690125030 Dell Way, \N, RMJYHCE, KY, 87228, US, 1, INACQBMUEU@dell.com, 3690125030, 1, 8344086087308825, 2009/09, user177, password, 77, 20000, F
178, IXGMFT, MIKOUESPVF, 7778050487 Dell Way, \N, ZTMCYWY, HI, 99138, US, 1, MIKOUESPVF@dell.com, 7778050487, 3, 7467364052310587, 2010/07, user178, password, 33, 100000, F
179, LISFVB, QKWUCLPILJ, 4419226889 Dell Way, \N, VNHRLNR, GA, 15976, US, 1, QKWUCLPILJ@dell.com, 4419226889, 4, 6736056394875050, 2010/08, user179, password, 26, 20000, M
180, VHVWXF, SRIEHQQRMD, 2864315572 Dell Way, \N, ZDPNUVO, FL, 63957, US, 1, SRIEHQQRMD@dell.com, 2864315572, 4, 3229760578833520, 2009/10, user180, password, 34, 20000, F
181, BAZGTR, OXZFNQRRPU, 9615864405 Dell Way, \N, HCPCRUS, UT, 59176, US, 1, OXZFNQRRPU@dell.com, 9615864405, 2, 4315120882354677, 2008/05, user181, password, 52, 40000, F
182, MMCDAA, CGOTXGISNL, 9977305070 Dell Way, \N, HQCCIZQ, IN, 28214, US, 1, CGOTXGISNL@dell.com, 9977305070, 3, 6033942591864616, 2010/09, user182, password, 86, 100000, F
183, BBFBEM, PXJWFCJRKZ, 5815056834 Dell Way, \N, UMIUCQZ, CA, 20953, US, 1, PXJWFCJRKZ@dell.com, 5815056834, 3, 8543319231830538, 2010/06, user183, password, 20, 60000, M
184, GOSSEP, CAVEKMOKGA, 4027881849 Dell Way, \N, TBDJAFM, ND, 80573, US, 1, CAVEKMOKGA@dell.com, 4027881849, 1, 3435135567095131, 2009/07, user184, password, 77, 80000, F
185, NJHDLI, YQTLFDSFWT, 6721374519 Dell Way, \N, JGTPTIJ, CA, 40114, US, 1, YQTLFDSFWT@dell.com, 6721374519, 3, 8799941331148148, 2010/01, user185, password, 88, 100000, F
186, GCXPBN, IMSMFYIYHP, 2990152133 Dell Way, \N, SWJAGLJ, UT, 90374, US, 1, IMSMFYIYHP@dell.com, 2990152133, 2, 9778463285882028, 2008/04, user186, password, 48, 60000, F
187, HBMVKY, NWDMFCUUUR, 5063134523 Dell Way, \N, DVXPEUM, MD, 21340, US, 1, NWDMFCUUUR@dell.com, 5063134523, 3, 4950456544756890, 2012/01, user187, password, 80, 20000, F
188, IZMHNJ, LAONUIILMD, 7440923984 Dell Way, \N, JBIDOSH, WY, 37322, US, 1, LAONUIILMD@dell.com, 7440923984, 5, 4178096932359040, 2010/01, user188, password, 51, 100000, F
189, YENHPO, WDIELURPDT, 3449626268 Dell Way, \N, XHHQOHX, IL, 24443, US, 1, WDIELURPDT@dell.com, 3449626268, 5, 2682829477824271, 2011/09, user189, password, 32, 80000, M
190, TZNHVQ, PABKSQOLOV, 4651647065 Dell Way, \N, TEKBCRF, KY, 58823, US, 1, PABKSQOLOV@dell.com, 4651647065, 1, 3582177852746099, 2011/10, user190, password, 32, 40000, M
191, SQPIGQ, JQIAEUOAOS, 9312927970 Dell Way, \N, KPUCVDQ, HI, 30690, US, 1, JQIAEUOAOS@dell.com, 9312927970, 5, 9968570222612472, 2008/03, user191, password, 72, 100000, M
192, IDBYNR, HNWBCWQVGF, 9945151528 Dell Way, \N, QJBTZHZ, VT, 20452, US, 1, HNWBCWQVGF@dell.com, 9945151528, 1, 3657055824529380, 2011/11, user192, password, 25, 20000, M
193, DBNVIB, RKDNAZUGPD, 9899340102 Dell Way, \N, HJDPJBS, KY, 17662, US, 1, RKDNAZUGPD@dell.com, 9899340102, 1, 9476211321074516, 2008/03, user193, password, 86, 40000, F
194, LBOMSY, QGZQAFFENO, 4313723413 Dell Way, \N, HCXIUGL, RI, 41702, US, 1, QGZQAFFENO@dell.com, 4313723413, 5, 5750362674240023, 2009/02, user194, password, 72, 80000, F
195, HGWGXC, FNCLSHYHOA, 4104551268 Dell Way, \N, FXVMIPV, OH, 50286, US, 1, FNCLSHYHOA@dell.com, 4104551268, 1, 5839422373566777, 2008/10, user195, password, 67, 40000, F
196, NQXPVL, SGEZFLOFRL, 6541135995 Dell Way, \N, BDUQYMC, IL, 54277, US, 1, SGEZFLOFRL@dell.com, 6541135995, 2, 3270581658463925, 2009/10, user196, password, 37, 100000, F
197, ELFQEM, UDRGSXYEZB, 2696203470 Dell Way, \N, YPALRHY, IL, 71710, US, 1, UDRGSXYEZB@dell.com, 2696203470, 3, 5081255959346891, 2010/05, user197, password, 79, 80000, M
198, BHZOCD, GJVEHADJZT, 8223866562 Dell Way, \N, JKKRIRJ, NC, 34094, US, 1, GJVEHADJZT@dell.com, 8223866562, 5, 6962987584527583, 2011/08, user198, password, 53, 80000, M
199, MHAPOJ, LSQLWAKPJV, 6475307981 Dell Way, \N, ZAERJSY, FL, 71865, US, 1, LSQLWAKPJV@dell.com, 6475307981, 5, 3916127920616418, 2008/07, user199, password, 35, 60000, M
200, GEJPQC, GCYGMOQINQ, 2739437763 Dell Way, \N, MFAEDFW, PA, 12572, US, 1, GCYGMOQINQ@dell.com, 2739437763, 5, 6217044524848462, 2010/06, user200, password, 48, 80000, M
201, UHFXOI, WVUKLDYCPD, 9292288565 Dell Way, \N, CUHIQBI, TX, 91453, US, 1, WVUKLDYCPD@dell.com, 9292288565, 2, 4009823579341173, 2009/12, user201, password, 86, 20000, F
202, EBVMXQ, HHBKFEAJGU, 9389964211 Dell Way, \N, QPLSXHP, TN, 60828, US, 1, HHBKFEAJGU@dell.com, 9389964211, 1, 5774560738354922, 2012/04, user202, password, 75, 20000, F
203, PNHGUP, HFULFESZVH, 8229181451 Dell Way, \N, LNFSCBH, AL, 32047, US, 1, HFULFESZVH@dell.com, 8229181451, 5, 6141538870055229, 2010/12, user203, password, 86, 20000, F
204, FLHUTM, PERTXRPFCC, 3734459121 Dell Way, \N, LVEMCFT, VA, 22085, US, 1, PERTXRPFCC@dell.com, 3734459121, 3, 1788752209395170, 2009/09, user204, password, 59, 60000, F
205, WGVIWA, AQYSFDUHOP, 9479539791 Dell Way, \N, MBSSUPW, CA, 15183, US, 1, AQYSFDUHOP@dell.com, 9479539791, 2, 7613272601738573, 2010/10, user205, password, 79, 40000, F
206, RRYSSO, QKUUFCIVPJ, 8896107254 Dell Way, \N, NHECEGD, CO, 62598, US, 1, QKUUFCIVPJ@dell.com, 8896107254, 4, 4463152668438852, 2011/12, user206, password, 50, 60000, M
207, JCJYTT, TNZVWUKGHS, 6620438987 Dell Way, \N, KJWRNZG, MA, 62527, US, 1, TNZVWUKGHS@dell.com, 6620438987, 1, 5915406333282590, 2008/07, user207, password, 32, 60000, M
208, OKJIDX, HZTBJZICJS, 1608915044 Dell Way, \N, ZAFYHQN, VT, 75419, US, 1, HZTBJZICJS@dell.com, 1608915044, 5, 3160989703610539, 2009/06, user208, password, 80, 100000, M
209, FDZDKY, WLIVUKFNJG, 3792013392 Dell Way, \N, SINIVLB, VA, 47264, US, 1, WLIVUKFNJG@dell.com, 3792013392, 1, 8617610038723797, 2008/12, user209, password, 67, 60000, F
210, RNMPJY, YFTILGSRZA, 9294354440 Dell Way, \N, FHVRJTB, OH, 91125, US, 1, YFTILGSRZA@dell.com, 9294354440, 5, 8862436947878451, 2011/04, user210, password, 88, 40000, M
211, LWEKUJ, DDUJVMIWSQ, 2891817942 Dell Way, \N, SJALLSI, LA, 60840, US, 1, DDUJVMIWSQ@dell.com, 2891817942, 5, 8434869633987547, 2008/03, user211, password, 62, 80000, F
212, TAXDEB, YOXKWTDNLM, 6715788093 Dell Way, \N, OWYGFIV, ME, 35406, US, 1, YOXKWTDNLM@dell.com, 6715788093, 3, 5721002531237901, 2009/03, user212, password, 64, 20000, F
213, ODLPBZ, MMWGPKRCYN, 2254211018 Dell Way, \N, AETIZEP, NJ, 77374, US, 1, MMWGPKRCYN@dell.com, 2254211018, 5, 9806594968773426, 2011/11, user213, password, 36, 40000, M
214, RYARLN, NRCXJEWXFA, 5600068507 Dell Way, \N, QNZUDPN, IL, 50786, US, 1, NRCXJEWXFA@dell.com, 5600068507, 1, 3759584844112396, 2011/05, user214, password, 39, 60000, F
215, IDUVRM, YPVCLSILJV, 8129480423 Dell Way, \N, LDZARHM, FL, 41801, US, 1, YPVCLSILJV@dell.com, 8129480423, 5, 7870392904616893, 2008/05, user215, password, 26, 60000, M
216, YGEKET, GHEZPPILBM, 8348967875 Dell Way, \N, KCDSOIB, LA, 32561, US, 1, GHEZPPILBM@dell.com, 8348967875, 3, 6714487021323294, 2012/11, user216, password, 28, 100000, F
217, HHGBNN, FNCVVNWHYY, 6630870131 Dell Way, \N, LQNTSWZ, MT, 38083, US, 1, FNCVVNWHYY@dell.com, 6630870131, 3, 2411882798187434, 2011/04, user217, password, 35, 20000, M
218, MCDAIQ, DELQBTPAEG, 8816522961 Dell Way, \N, NYYKXLS, NC, 90322, US, 1, DELQBTPAEG@dell.com, 8816522961, 2, 2886030686553567, 2008/05, user218, password, 76, 80000, F
219, YQVOTZ, AJAUZBYFOW, 7071810956 Dell Way, \N, DZUORIM, NC, 67869, US, 1, AJAUZBYFOW@dell.com, 7071810956, 4, 1136976864654570, 2010/04, user219, password, 54, 60000, M
220, IZPIZZ, JUZKTEYQHX, 4715606254 Dell Way, \N, KWPTIDK, AK, 82093, US, 1, JUZKTEYQHX@dell.com, 4715606254, 3, 1535790319554507, 2012/11, user220, password, 86, 40000, M
221, OOWOXQ, NHJSGZZEKW, 8024583176 Dell Way, \N, UEFXOGS, WV, 76164, US, 1, NHJSGZZEKW@dell.com, 8024583176, 5, 6799417681992055, 2011/02, user221, password, 56, 40000, M
222, KVPBIW, LADLAHVXCA, 7707627258 Dell Way, \N, DAPJSOC, MS, 51144, US, 1, LADLAHVXCA@dell.com, 7707627258, 2, 6317456409800798, 2009/06, user222, password, 38, 80000, F
223, WSQTDR, WPSELQGLTG, 6681761544 Dell Way, \N, ADZPFMB, WV, 74144, US, 1, WPSELQGLTG@dell.com, 6681761544, 2, 2820148667786270, 2012/11, user223, password, 55, 80000, M
224, ENUVKJ, OOUEVFYCGB, 5551250048 Dell Way, \N, CVGPWFH, MS, 50947, US, 1, OOUEVFYCGB@dell.com, 5551250048, 3, 4249738764483482, 2008/03, user224, password, 90, 20000, M
225, UACDOR, XTNDRQKSSF, 1099968377 Dell Way, \N, ZHCFPPQ, CO, 11112, US, 1, XTNDRQKSSF@dell.com, 1099968377, 1, 2746653990820050, 2008/04, user225, password, 83, 80000, F
226, ZXXQVQ, DZITJAMPAU, 5399641553 Dell Way, \N, RFKHVNH, TX, 67610, US, 1, DZITJAMPAU@dell.com, 5399641553, 5, 9522778161801400, 2009/08, user226, password, 37, 40000, M
227, EAIUEI, DYRDKGDFYI, 7172292935 Dell Way, \N, PFECNBT, WY, 90665, US, 1, DYRDKGDFYI@dell.com, 7172292935, 2, 5701220414135606, 2012/09, user227, password, 21, 20000, M
228, KYXSBV, JEGQILORAT, 3775013622 Dell Way, \N, WCHXWHU, NC, 68429, US, 1, JEGQILORAT@dell.com, 3775013622, 3, 4475123568437994, 2009/08, user228, password, 27, 80000, M
229, ALPWVT, CLCNZTNTPQ, 4128732778 Dell Way, \N, BNMIHAY, NH, 56647, US, 1, CLCNZTNTPQ@dell.com, 4128732778, 5, 2197880040388554, 2010/09, user229, password, 67, 60000, F
230, GJZALL, CYLWMFMCGZ, 3326815737 Dell Way, \N, POHPNWD, TX, 83829, US, 1, CYLWMFMCGZ@dell.com, 3326815737, 2, 5715942581649870, 2012/11, user230, password, 67, 20000, F
231, RFQCIO, NFASRDZRSN, 2425690554 Dell Way, \N, YIAVLXQ, OH, 29790, US, 1, NFASRDZRSN@dell.com, 2425690554, 4, 1508830762002617, 2012/10, user231, password, 35, 60000, F
232, WPILDO, MWFPVXHJVP, 5860990967 Dell Way, \N, JRBGHTM, MN, 43816, US, 1, MWFPVXHJVP@dell.com, 5860990967, 2, 2722737114410847, 2011/10, user232, password, 33, 80000, F
233, OCOCOL, IDGFLPBBZT, 4646948505 Dell Way, \N, CGAVTMF, IL, 79997, US, 1, IDGFLPBBZT@dell.com, 4646948505, 1, 6232737744227052, 2011/09, user233, password, 90, 20000, M
234, OHJZPN, GVYVXZVQCC, 5718193571 Dell Way, \N, RXVEDCY, NC, 24319, US, 1, GVYVXZVQCC@dell.com, 5718193571, 1, 8901934914756567, 2010/04, user234, password, 68, 20000, M
235, BBFOHB, NCZMYQOAIM, 9853886479 Dell Way, \N, WMQYKEC, WI, 37824, US, 1, NCZMYQOAIM@dell.com, 9853886479, 3, 6780904320999981, 2011/07, user235, password, 36, 80000, M
236, MHVNUY, NHXDWYLIUY, 1565292418 Dell Way, \N, YSICVHK, SD, 76908, US, 1, NHXDWYLIUY@dell.com, 1565292418, 3, 3436183401383460, 2009/03, user236, password, 79, 80000, M
237, RIHQWO, NZLLLTGJSY, 1059322345 Dell Way, \N, SVUZGPT, KS, 17902, US, 1, NZLLLTGJSY@dell.com, 1059322345, 4, 3707163629587740, 2012/06, user237, password, 76, 60000, M
238, CDPRRP, CDBWJKPIDK, 1863348993 Dell Way, \N, CCRSWZU, TX, 67106, US, 1, CDBWJKPIDK@dell.com, 1863348993, 4, 1597759217489510, 2012/03, user238, password, 78, 100000, F
239, LRBBTE, CQNNFWQQYT, 1035903769 Dell Way, \N, HRPHMLY, ND, 22996, US, 1, CQNNFWQQYT@dell.com, 1035903769, 3, 4281205979641527, 2012/06, user239, password, 71, 40000, F
240, UIWYLM, MYRIOIHHPZ, 8532190868 Dell Way, \N, WXLIWZM, TX, 50462, US, 1, MYRIOIHHPZ@dell.com, 8532190868, 4, 9071420274209232, 2010/12, user240, password, 18, 40000, F
241, WHSIUR, ADFILNYKKW, 2585578940 Dell Way, \N, VSSVEPH, AL, 34847, US, 1, ADFILNYKKW@dell.com, 2585578940, 3, 3266492069233209, 2008/12, user241, password, 58, 20000, F
242, HKAYKE, ETPRSZBOVU, 4533164555 Dell Way, \N, HRZWYZD, CT, 63213, US, 1, ETPRSZBOVU@dell.com, 4533164555, 2, 5839909839909524, 2012/05, user242, password, 75, 40000, M
243, VEDZIW, OZPOBDKVLB, 9216089902 Dell Way, \N, UHAULDJ, SD, 47729, US, 1, OZPOBDKVLB@dell.com, 9216089902, 4, 7840317948721350, 2011/01, user243, password, 53, 60000, F
244, QMNNBN, CQOFAKRCEY, 4593760254 Dell Way, \N, CZJFJFQ, ID, 97140, US, 1, CQOFAKRCEY@dell.com, 4593760254, 5, 9782808824907988, 2012/06, user244, password, 29, 60000, M
245, RAAFCR, UIREZUJYWI, 5091884392 Dell Way, \N, ICRNTYM, DC, 92098, US, 1, UIREZUJYWI@dell.com, 5091884392, 1, 4461169376038015, 2011/07, user245, password, 43, 40000, M
246, JNRAHA, SLANVYKEGM, 1953241795 Dell Way, \N, WUGVGJS, OK, 45758, US, 1, SLANVYKEGM@dell.com, 1953241795, 2, 9423395997844636, 2010/08, user246, password, 54, 100000, F
247, EWKEPW, FCSDMWKZSE, 9178639777 Dell Way, \N, FNLOGEZ, LA, 53760, US, 1, FCSDMWKZSE@dell.com, 9178639777, 5, 2033070211298763, 2010/08, user247, password, 36, 60000, M
248, RTCNYE, FCRCNQVSWI, 9242159193 Dell Way, \N, ELPIKYU, IN, 77168, US, 1, FCRCNQVSWI@dell.com, 9242159193, 4, 4464414094574750, 2008/04, user248, password, 82, 100000, F
249, ZJZEPC, VRQMMIIVMT, 5333657757 Dell Way, \N, KUDJPLC, MT, 25089, US, 1, VRQMMIIVMT@dell.com, 5333657757, 4, 5085826066322625, 2009/07, user249, password, 54, 40000, M
250, MNLPJD, FVQOELAXWV, 2265148245 Dell Way, \N, BFLNIYR, SC, 65884, US, 1, FVQOELAXWV@dell.com, 2265148245, 1, 2131060719490051, 2011/07, user250, password, 90, 20000, F
251, LTJPYF, FNJRNHOJIT, 5319693184 Dell Way, \N, UWCTOXJ, OH, 14869, US, 1, FNJRNHOJIT@dell.com, 5319693184, 2, 6145804445724935, 2010/06, user251, password, 62, 100000, F
252, ZNEFSR, OKFWYOFSJB, 3726352094 Dell Way, \N, UCPRLHT, WA, 67533, US, 1, OKFWYOFSJB@dell.com, 3726352094, 3, 1990017764270305, 2012/04, user252, password, 41, 100000, M
253, MCOERY, JNWYSPIUJK, 4994618101 Dell Way, \N, KBWSUUI, CA, 28395, US, 1, JNWYSPIUJK@dell.com, 4994618101, 5, 5730263859499246, 2011/11, user253, password, 43, 40000, M
254, XKQVUD, STWHBQRMAS, 8840514968 Dell Way, \N, ISMDAOI, MO, 60334, US, 1, STWHBQRMAS@dell.com, 8840514968, 2, 4976068728137762, 2009/07, user254, password, 48, 20000, M
255, BYSEQL, AXNROZRHIJ, 3996292216 Dell Way, \N, TMKIVXX, OH, 22516, US, 1, AXNROZRHIJ@dell.com, 3996292216, 5, 6752039397601039, 2011/01, user255, password, 58, 80000, M
256, HZPSAN, GRCFIJOSDA, 8146984087 Dell Way, \N, DMVAJNE, OH, 49564, US, 1, GRCFIJOSDA@dell.com, 8146984087, 3, 5128881895449013, 2009/03, user256, password, 48, 80000, F
257, AJFNPX, QVFZJYDKBP, 7152320561 Dell Way, \N, GCYUGQF, AL, 15207, US, 1, QVFZJYDKBP@dell.com, 7152320561, 2, 3552331936545670, 2008/01, user257, password, 53, 20000, F
